number,number_suffix,directional,pre_modifier,pre_type,separator,street_name,street_type,subaddress_type,subaddress_id,floor,building,zip,postal_community,state,status,longitude,latitude,x,y
2191,,NORTHWEST,,,,NORTH HILL,DRIVE,,,,,97526,GRANTS PASS,OR,Current,-13729174.4451,5230859.973099999,-13729174.4451,5230859.973099999
2197,,NORTHWEST,,,,NORTH HILL,DRIVE,,,1,,97526,GRANTS PASS,OR,Current,-13729190.41,5230887.123800002,-13729190.41,5230887.123800002
2201,,NORTHWEST,,,,NORTH HILL,DRIVE,,,,,97526,GRANTS PASS,OR,Current,-13729215.803199999,5230910.1423999965,-13729215.803199999,5230910.1423999965
820,,NORTHEAST,,,,D,STREET,APARTMENT,2,,,97526,GRANTS PASS,OR,Current,-13727426.3652,5227190.248300001,-13727426.3652,5227190.248300001
820,,NORTHEAST,,,,D,STREET,APARTMENT,3,,,97526,GRANTS PASS,OR,Current,-13727436.5054,5227190.5396,-13727436.5054,5227190.5396
820,,NORTHEAST,,,,D,STREET,APARTMENT,5,,,97526,GRANTS PASS,OR,Current,-13727447.7369,5227203.781000003,-13727447.7369,5227203.781000003
820,,NORTHEAST,,,,D,STREET,APARTMENT,6,,,97526,GRANTS PASS,OR,Current,-13727456.3608,5227204.065300003,-13727456.3608,5227204.065300003
820,,NORTHEAST,,,,D,STREET,APARTMENT,7,,,97526,GRANTS PASS,OR,Current,-13727447.848299999,5227223.676100001,-13727447.848299999,5227223.676100001
820,,NORTHEAST,,,,D,STREET,APARTMENT,8,,,97526,GRANTS PASS,OR,Current,-13727456.1316,5227223.414399996,-13727456.1316,5227223.414399996
820,,NORTHEAST,,,,D,STREET,APARTMENT,9,1,,97526,GRANTS PASS,OR,Current,-13727446.626600001,5227232.111599997,-13727446.626600001,5227232.111599997
820,,NORTHEAST,,,,D,STREET,APARTMENT,10,2,,97526,GRANTS PASS,OR,Current,-13727449.1075,5227232.387500003,-13727449.1075,5227232.387500003
820,,NORTHEAST,,,,D,STREET,APARTMENT,11,1,,97526,GRANTS PASS,OR,Current,-13727445.9608,5227250.720700003,-13727445.9608,5227250.720700003
820,,NORTHEAST,,,,D,STREET,APARTMENT,12,2,,97526,GRANTS PASS,OR,Current,-13727448.396,5227250.7102999985,-13727448.396,5227250.7102999985
820,,NORTHEAST,,,,D,STREET,APARTMENT,14,2,,97526,GRANTS PASS,OR,Current,-13727447.7931,5227260.509099998,-13727447.7931,5227260.509099998
820,,NORTHEAST,,,,D,STREET,APARTMENT,15,1,,97526,GRANTS PASS,OR,Current,-13727444.9649,5227278.7238000035,-13727444.9649,5227278.7238000035
820,,NORTHEAST,,,,D,STREET,APARTMENT,16,2,,97526,GRANTS PASS,OR,Current,-13727448.0134,5227278.836599998,-13727448.0134,5227278.836599998
820,,NORTHEAST,,,,D,STREET,APARTMENT,18,,,97526,GRANTS PASS,OR,Current,-13727460.774,5227288.7236,-13727460.774,5227288.7236
820,,NORTHEAST,,,,D,STREET,APARTMENT,19,,,97526,GRANTS PASS,OR,Current,-13727451.2169,5227307.093599997,-13727451.2169,5227307.093599997
820,,NORTHEAST,,,,D,STREET,APARTMENT,20,,,97526,GRANTS PASS,OR,Current,-13727460.4993,5227307.247500002,-13727460.4993,5227307.247500002
820,,NORTHEAST,,,,D,STREET,APARTMENT,21,,,97526,GRANTS PASS,OR,Current,-13727422.748599999,5227291.301399998,-13727422.748599999,5227291.301399998
820,,NORTHEAST,,,,D,STREET,APARTMENT,22,,,97526,GRANTS PASS,OR,Current,-13727421.9696,5227302.256800003,-13727421.9696,5227302.256800003
820,,NORTHEAST,,,,D,STREET,APARTMENT,23,1,,97526,GRANTS PASS,OR,Current,-13727459.8402,5227320.715499997,-13727459.8402,5227320.715499997
820,,NORTHEAST,,,,D,STREET,APARTMENT,24,2,,97526,GRANTS PASS,OR,Current,-13727459.6909,5227323.740199998,-13727459.6909,5227323.740199998
820,,NORTHEAST,,,,D,STREET,APARTMENT,25,1,,97526,GRANTS PASS,OR,Current,-13727443.0801,5227320.8138,-13727443.0801,5227320.8138
820,,NORTHEAST,,,,D,STREET,APARTMENT,26,2,,97526,GRANTS PASS,OR,Current,-13727442.997299999,5227323.6928,-13727442.997299999,5227323.6928
820,,NORTHEAST,,,,D,STREET,APARTMENT,27,1,,97526,GRANTS PASS,OR,Current,-13727435.954,5227320.874600001,-13727435.954,5227320.874600001
820,,NORTHEAST,,,,D,STREET,APARTMENT,28,2,,97526,GRANTS PASS,OR,Current,-13727435.8212,5227323.323799998,-13727435.8212,5227323.323799998
820,,NORTHEAST,,,,D,STREET,APARTMENT,29,1,,97526,GRANTS PASS,OR,Current,-13727418.1885,5227320.8992,-13727418.1885,5227320.8992
820,,NORTHEAST,,,,D,STREET,APARTMENT,30,2,,97526,GRANTS PASS,OR,Current,-13727417.9519,5227323.459600002,-13727417.9519,5227323.459600002
832,,NORTHEAST,,,,D,STREET,APARTMENT,2,2,,97526,GRANTS PASS,OR,Current,-13727377.0273,5227173.469999999,-13727377.0273,5227173.469999999
832,,NORTHEAST,,,,D,STREET,APARTMENT,3,1,,97526,GRANTS PASS,OR,Current,-13727383.8573,5227169.142200001,-13727383.8573,5227169.142200001
832,,NORTHEAST,,,,D,STREET,APARTMENT,4,2,,97526,GRANTS PASS,OR,Current,-13727376.8944,5227175.784100004,-13727376.8944,5227175.784100004
832,,NORTHEAST,,,,D,STREET,APARTMENT,5,1,,97526,GRANTS PASS,OR,Current,-13727383.936900001,5227180.068400003,-13727383.936900001,5227180.068400003
832,,NORTHEAST,,,,D,STREET,APARTMENT,7,1,,97526,GRANTS PASS,OR,Current,-13727383.248599999,5227191.1941,-13727383.248599999,5227191.1941
832,,NORTHEAST,,,,D,STREET,APARTMENT,8,2,,97526,GRANTS PASS,OR,Current,-13727377.050999999,5227200.9177,-13727377.050999999,5227200.9177
832,,NORTHEAST,,,,D,STREET,APARTMENT,9,1,,97526,GRANTS PASS,OR,Current,-13727383.352699999,5227205.397200003,-13727383.352699999,5227205.397200003
832,,NORTHEAST,,,,D,STREET,APARTMENT,10,2,,97526,GRANTS PASS,OR,Current,-13727376.9156,5227230.596199997,-13727376.9156,5227230.596199997
832,,NORTHEAST,,,,D,STREET,APARTMENT,11,1,,97526,GRANTS PASS,OR,Current,-13727383.4531,5227223.473499998,-13727383.4531,5227223.473499998
832,,NORTHEAST,,,,D,STREET,APARTMENT,12,2,,97526,GRANTS PASS,OR,Current,-13727376.8566,5227234.320100002,-13727376.8566,5227234.320100002
832,,NORTHEAST,,,,D,STREET,APARTMENT,13,1,,97526,GRANTS PASS,OR,Current,-13727383.3112,5227234.645300001,-13727383.3112,5227234.645300001
832,,NORTHEAST,,,,D,STREET,APARTMENT,14,2,,97526,GRANTS PASS,OR,Current,-13727377.1485,5227255.079700001,-13727377.1485,5227255.079700001
832,,NORTHEAST,,,,D,STREET,APARTMENT,15,1,,97526,GRANTS PASS,OR,Current,-13727383.184999999,5227251.7070999965,-13727383.184999999,5227251.7070999965
832,,NORTHEAST,,,,D,STREET,APARTMENT,16,2,,97526,GRANTS PASS,OR,Current,-13727376.897300001,5227258.6558,-13727376.897300001,5227258.6558
832,,NORTHEAST,,,,D,STREET,APARTMENT,17,1,,97526,GRANTS PASS,OR,Current,-13727382.1196,5227262.671999998,-13727382.1196,5227262.671999998
832,,NORTHEAST,,,,D,STREET,APARTMENT,19,1,,97526,GRANTS PASS,OR,Current,-13727383.8323,5227288.130199999,-13727383.8323,5227288.130199999
832,,NORTHEAST,,,,D,STREET,APARTMENT,21,1,,97526,GRANTS PASS,OR,Current,-13727384.1689,5227301.384800002,-13727384.1689,5227301.384800002
832,,NORTHEAST,,,,D,STREET,APARTMENT,23,1,,97526,GRANTS PASS,OR,Current,-13727384.5056,5227314.639200002,-13727384.5056,5227314.639200002
832,,NORTHEAST,,,,D,STREET,APARTMENT,25,1,,97526,GRANTS PASS,OR,Current,-13727384.8278,5227327.462700002,-13727384.8278,5227327.462700002
408,,NORTHEAST,,,,ANDERSON,STREET,APARTMENT,B,,,97526,GRANTS PASS,OR,Current,-13727228.699000001,5227223.2929000035,-13727228.699000001,5227223.2929000035
408,,NORTHEAST,,,,ANDERSON,STREET,APARTMENT,C,,,97526,GRANTS PASS,OR,Current,-13727236.6413,5227220.868000001,-13727236.6413,5227220.868000001
408,,NORTHEAST,,,,ANDERSON,STREET,APARTMENT,D,,,97526,GRANTS PASS,OR,Current,-13727244.164900001,5227223.058799997,-13727244.164900001,5227223.058799997
855,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,3,1,,97526,GRANTS PASS,OR,Current,-13727263.9379,5227271.798500001,-13727263.9379,5227271.798500001
855,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,4,1,,97526,GRANTS PASS,OR,Current,-13727270.227699999,5227262.814400002,-13727270.227699999,5227262.814400002
855,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,5,1,,97526,GRANTS PASS,OR,Current,-13727270.4442,5227252.1657000035,-13727270.4442,5227252.1657000035
855,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,6,1,,97526,GRANTS PASS,OR,Current,-13727268.3388,5227245.143200003,-13727268.3388,5227245.143200003
855,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,7,2,,97526,GRANTS PASS,OR,Current,-13727267.7909,5227262.485699996,-13727267.7909,5227262.485699996
855,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,8,2,,97526,GRANTS PASS,OR,Current,-13727268.5307,5227251.9811,-13727268.5307,5227251.9811
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,2,1,,97526,GRANTS PASS,OR,Current,-13727347.7498,5227213.912299998,-13727347.7498,5227213.912299998
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,3,1,,97526,GRANTS PASS,OR,Current,-13727361.731800001,5227229.258599997,-13727361.731800001,5227229.258599997
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,4,1,,97526,GRANTS PASS,OR,Current,-13727345.1017,5227228.957000002,-13727345.1017,5227228.957000002
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,5,2,,97526,GRANTS PASS,OR,Current,-13727356.6735,5227223.677299999,-13727356.6735,5227223.677299999
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,6,2,,97526,GRANTS PASS,OR,Current,-13727350.3572,5227223.315200001,-13727350.3572,5227223.315200001
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,7,1,,97526,GRANTS PASS,OR,Current,-13727360.9071,5227247.405500002,-13727360.9071,5227247.405500002
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,8,1,,97526,GRANTS PASS,OR,Current,-13727344.2769,5227247.1039,-13727344.2769,5227247.1039
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,9,1,,97526,GRANTS PASS,OR,Current,-13727356.8471,5227263.073200002,-13727356.8471,5227263.073200002
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,10,1,,97526,GRANTS PASS,OR,Current,-13727347.9643,5227263.0854,-13727347.9643,5227263.0854
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,11,2,,97526,GRANTS PASS,OR,Current,-13727356.224100001,5227253.027999997,-13727356.224100001,5227253.027999997
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,12,2,,97526,GRANTS PASS,OR,Current,-13727350.7953,5227253.498899996,-13727350.7953,5227253.498899996
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,13,1,,97526,GRANTS PASS,OR,Current,-13727353.5913,5227288.312600002,-13727353.5913,5227288.312600002
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,14,1,,97526,GRANTS PASS,OR,Current,-13727353.5593,5227292.699699998,-13727353.5593,5227292.699699998
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,15,1,,97526,GRANTS PASS,OR,Current,-13727310.4648,5227285.633500002,-13727310.4648,5227285.633500002
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,16,1,,97526,GRANTS PASS,OR,Current,-13727303.5905,5227285.721699998,-13727303.5905,5227285.721699998
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,30,1,,97526,GRANTS PASS,OR,Current,-13727311.592799999,5227214.728799999,-13727311.592799999,5227214.728799999
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,31,1,,97526,GRANTS PASS,OR,Current,-13727311.173700001,5227195.589599997,-13727311.173700001,5227195.589599997
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,32,1,,97526,GRANTS PASS,OR,Current,-13727303.8653,5227195.548500001,-13727303.8653,5227195.548500001
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,29,1,,97526,GRANTS PASS,OR,Current,-13727299.503600001,5227215.168799996,-13727299.503600001,5227215.168799996
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,33,2,,97526,GRANTS PASS,OR,Current,-13727299.742600001,5227211.761600003,-13727299.742600001,5227211.761600003
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,34,2,,97526,GRANTS PASS,OR,Current,-13727311.3413,5227211.214599997,-13727311.3413,5227211.214599997
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,35,1,,97526,GRANTS PASS,OR,Current,-13727303.6409,5227179.755999997,-13727303.6409,5227179.755999997
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,36,1,,97526,GRANTS PASS,OR,Current,-13727313.886599999,5227179.805600002,-13727313.886599999,5227179.805600002
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,37,1,,97526,GRANTS PASS,OR,Current,-13727313.9166,5227159.313000001,-13727313.9166,5227159.313000001
845,,NORTHEAST,,,,VICTORIA,STREET,APARTMENT,38,1,,97526,GRANTS PASS,OR,Current,-13727303.3834,5227159.237000003,-13727303.3834,5227159.237000003
326,,SOUTHWEST,,,,6TH,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728814.2187,5226776.8510000035,-13728814.2187,5226776.8510000035
116,,SOUTHWEST,,,,I,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728866.872000001,5226787.539999999,-13728866.872000001,5226787.539999999
2008,,,,,,DORIS ANN,LANE,,,,,97527,GRANTS PASS,OR,Current,-13726044.492600001,5223147.685199998,-13726044.492600001,5223147.685199998
2000,,,,,,DORIS ANN,LANE,,,,,97527,GRANTS PASS,OR,Current,-13726095.113499999,5223148.4463,-13726095.113499999,5223148.4463
1254,,,,,,REDWOOD,AVENUE,,,,,97527,GRANTS PASS,OR,Other,-13731505.977,5224507.060099997,-13731505.977,5224507.060099997
919,,NORTHEAST,,,,9TH,STREET,,,,,97526,GRANTS PASS,OR,Other,-13727595.5957,5228105.4542,-13727595.5957,5228105.4542
919,,NORTHEAST,,,,9TH,STREET,UNIT,A,,,97526,GRANTS PASS,OR,Other,-13727557.0676,5228113.353699997,-13727557.0676,5228113.353699997
919,,NORTHEAST,,,,9TH,STREET,UNIT,B,,,97526,GRANTS PASS,OR,Other,-13727541.207,5228107.201800004,-13727541.207,5228107.201800004
1709,,,,,,PARKDALE,DRIVE,,,,,97527,GRANTS PASS,OR,Other,-13727891.9794,5224422.012400001,-13727891.9794,5224422.012400001
400,,SOUTHEAST,,,,G,STREET,SUITE,A,,,97526,GRANTS PASS,OR,Current,-13728266.637699999,5226823.2491,-13728266.637699999,5226823.2491
400,,SOUTHEAST,,,,G,STREET,SUITE,B,,,97526,GRANTS PASS,OR,Current,-13728253.6017,5226813.696500003,-13728253.6017,5226813.696500003
406,,SOUTHEAST,,,,G,STREET,SUITE,B,,,97526,GRANTS PASS,OR,Current,-13728211.7746,5226786.590599999,-13728211.7746,5226786.590599999
408,,SOUTHEAST,,,,G,STREET,SUITE,B,,,97526,GRANTS PASS,OR,Current,-13728199.487,5226778.680200003,-13728199.487,5226778.680200003
408,,SOUTHEAST,,,,G,STREET,SUITE,C,,,97526,GRANTS PASS,OR,Current,-13728196.4308,5226785.793499999,-13728196.4308,5226785.793499999
440,,SOUTHEAST,,,,G,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728162.0757,5226752.552900001,-13728162.0757,5226752.552900001
2120,,,,,,HAMILTON,LANE,,,,,97527,GRANTS PASS,OR,Current,-13726039.0497,5222903.3418999985,-13726039.0497,5222903.3418999985
3002,,,,,,UNIVERSITY,ROAD,,,,,97527,GRANTS PASS,OR,Current,-13735348.8101,5223164.323399998,-13735348.8101,5223164.323399998
3014,,,,,,UNIVERSITY,ROAD,,,,,97527,GRANTS PASS,OR,Current,-13735379.5802,5223167.8583,-13735379.5802,5223167.8583
2062,,,,,,HUBBARD,LANE,,,,,97527,GRANTS PASS,OR,Current,-13735351.306,5223186.948700003,-13735351.306,5223186.948700003
2050,,,,,,HUBBARD,LANE,,,,,97527,GRANTS PASS,OR,Current,-13735353.9302,5223213.306900002,-13735353.9302,5223213.306900002
2017,,,,,,YALE,COURT,,,,,97527,GRANTS PASS,OR,Current,-13735388.755199999,5223209.8015,-13735388.755199999,5223209.8015
2026,,,,,,YALE,COURT,,,,,97527,GRANTS PASS,OR,Current,-13735411.485100001,5223212.752099998,-13735411.485100001,5223212.752099998
2014,,,,,,YALE,COURT,,,,,97527,GRANTS PASS,OR,Current,-13735442.2257,5223198.7509,-13735442.2257,5223198.7509
3038,,,,,,UNIVERSITY,ROAD,,,,,97527,GRANTS PASS,OR,Current,-13735446.5464,5223166.115099996,-13735446.5464,5223166.115099996
2007,,,,,,DUKE,COURT,,,,,97527,GRANTS PASS,OR,Current,-13735486.803399999,5223167.5242,-13735486.803399999,5223167.5242
2019,,,,,,DUKE,COURT,,,,,97527,GRANTS PASS,OR,Current,-13735478.4923,5223206.982500002,-13735478.4923,5223206.982500002
2030,,,,,,DUKE,COURT,,,,,97527,GRANTS PASS,OR,Current,-13735505.6975,5223210.045199998,-13735505.6975,5223210.045199998
2018,,,,,,DUKE,COURT,,,,,97527,GRANTS PASS,OR,Current,-13735541.8405,5223201.015600003,-13735541.8405,5223201.015600003
2006,,,,,,DUKE,COURT,,,,,97527,GRANTS PASS,OR,Current,-13735548.375599999,5223167.189000003,-13735548.375599999,5223167.189000003
2001,,,,,,HARVARD,WAY,,,,,97527,GRANTS PASS,OR,Current,-13735589.0125,5223154.306000002,-13735589.0125,5223154.306000002
2015,,,,,,HARVARD,WAY,,,,,97527,GRANTS PASS,OR,Current,-13735587.644299999,5223183.245999999,-13735587.644299999,5223183.245999999
2027,,,,,,HARVARD,WAY,,,,,97527,GRANTS PASS,OR,Current,-13735585.4699,5223213.723399997,-13735585.4699,5223213.723399997
2028,,,,,,HARVARD,WAY,,,,,97527,GRANTS PASS,OR,Current,-13735635.0732,5223213.083300002,-13735635.0732,5223213.083300002
2016,,,,,,HARVARD,WAY,,,,,97527,GRANTS PASS,OR,Current,-13735632.478799999,5223184.496200003,-13735632.478799999,5223184.496200003
3110,,,,,,UNIVERSITY,ROAD,,,,,97527,GRANTS PASS,OR,Current,-13735635.929499999,5223150.524700001,-13735635.929499999,5223150.524700001
3123,,,,,,UNIVERSITY,ROAD,,,,,97527,GRANTS PASS,OR,Current,-13735669.2901,5223105.100400001,-13735669.2901,5223105.100400001
3111,,,,,,UNIVERSITY,ROAD,,,,,97527,GRANTS PASS,OR,Current,-13735643.29,5223104.923,-13735643.29,5223104.923
3087,,,,,,UNIVERSITY,ROAD,,,,,97527,GRANTS PASS,OR,Current,-13735571.9267,5223097.476599999,-13735571.9267,5223097.476599999
3075,,,,,,UNIVERSITY,ROAD,,,,,97527,GRANTS PASS,OR,Current,-13735524.7064,5223098.680699997,-13735524.7064,5223098.680699997
3039,,,,,,UNIVERSITY,ROAD,,,,,97527,GRANTS PASS,OR,Current,-13735435.4476,5223099.7588,-13735435.4476,5223099.7588
3009,,,,,,UNIVERSITY,ROAD,,,,,97527,GRANTS PASS,OR,Current,-13735395.8878,5223115.502499998,-13735395.8878,5223115.502499998
3005,,,,,,UNIVERSITY,ROAD,,,,,97527,GRANTS PASS,OR,Current,-13735368.3636,5223116.814599998,-13735368.3636,5223116.814599998
352,,NORTHWEST,,,,CLARKE,STREET,,,,,97526,GRANTS PASS,OR,Current,-13729473.955400001,5227712.080899999,-13729473.955400001,5227712.080899999
803,,NORTHWEST,,,,D,STREET,APARTMENT,B,,,97526,GRANTS PASS,OR,Current,-13729506.9703,5227706.4111,-13729506.9703,5227706.4111
815,,NORTHWEST,,,,D,STREET,UNIT,B,,,97526,GRANTS PASS,OR,Current,-13729543.0888,5227723.717299998,-13729543.0888,5227723.717299998
810,,NORTHWEST,,,,D,STREET,,,,,97526,GRANTS PASS,OR,Current,-13729466.7705,5227778.700999998,-13729466.7705,5227778.700999998
406,,NORTHWEST,,,,CLARKE,STREET,,,,,97526,GRANTS PASS,OR,Current,-13729448.7956,5227776.795000002,-13729448.7956,5227776.795000002
162,,NORTHEAST,,,,BEACON,DRIVE,SUITE,127,,,97526,GRANTS PASS,OR,Current,-13726597.2293,5226447.631200001,-13726597.2293,5226447.631200001
162,,NORTHEAST,,,,BEACON,DRIVE,SUITE,119,,,97526,GRANTS PASS,OR,Current,-13726598.6369,5226472.6032000035,-13726598.6369,5226472.6032000035
162,,NORTHEAST,,,,BEACON,DRIVE,SUITE,117,,,97526,GRANTS PASS,OR,Current,-13726598.9268,5226489.8483000025,-13726598.9268,5226489.8483000025
162,,NORTHEAST,,,,BEACON,DRIVE,SUITE,115,,,97526,GRANTS PASS,OR,Current,-13726599.3894,5226512.2641,-13726599.3894,5226512.2641
162,,NORTHEAST,,,,BEACON,DRIVE,SUITE,101,,,97526,GRANTS PASS,OR,Current,-13726666.9957,5226528.968099996,-13726666.9957,5226528.968099996
162,,NORTHEAST,,,,BEACON,DRIVE,SUITE,103,,,97526,GRANTS PASS,OR,Current,-13726645.8068,5226529.394000001,-13726645.8068,5226529.394000001
162,,NORTHEAST,,,,BEACON,DRIVE,SUITE,105,,,97526,GRANTS PASS,OR,Current,-13726625.9241,5226526.037299998,-13726625.9241,5226526.037299998
162,,NORTHEAST,,,,BEACON,DRIVE,SUITE,114,,,97526,GRANTS PASS,OR,Current,-13726621.1664,5226495.138700001,-13726621.1664,5226495.138700001
162,,NORTHEAST,,,,BEACON,DRIVE,SUITE,120,,,97526,GRANTS PASS,OR,Current,-13726620.7019,5226464.095700003,-13726620.7019,5226464.095700003
150,,SOUTHWEST,,,,G,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728783.204300001,5227033.343500003,-13728783.204300001,5227033.343500003
180,,SOUTHWEST,,,,G,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728797.238499999,5227040.597000003,-13728797.238499999,5227040.597000003
208,,SOUTHWEST,,,,G,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728827.5842,5227053.5886999965,-13728827.5842,5227053.5886999965
212,,SOUTHWEST,,,,G,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728843.783300001,5227061.307899997,-13728843.783300001,5227061.307899997
216,,SOUTHWEST,,,,G,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728859.395,5227062.216600001,-13728859.395,5227062.216600001
218,,SOUTHWEST,,,,G,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728872.3404,5227074.360100001,-13728872.3404,5227074.360100001
220,,SOUTHWEST,,,,G,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728889.279199999,5227082.773199998,-13728889.279199999,5227082.773199998
224,,SOUTHWEST,,,,G,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728904.678199999,5227088.002899997,-13728904.678199999,5227088.002899997
226,,SOUTHWEST,,,,G,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728919.1887,5227093.442500003,-13728919.1887,5227093.442500003
230,,SOUTHWEST,,,,G,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728931.4864,5227096.9799000025,-13728931.4864,5227096.9799000025
101,,SOUTHWEST,,,,4TH,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728932.4718,5227126.245999999,-13728932.4718,5227126.245999999
103,,SOUTHWEST,,,,4TH,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728936.4508,5227116.763999999,-13728936.4508,5227116.763999999
105,,SOUTHWEST,,,,4TH,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728940.281100001,5227108.185800001,-13728940.281100001,5227108.185800001
107,,SOUTHWEST,,,,4TH,STREET,,,,,97526,GRANTS PASS,OR,Current,-13728942.8893,5227100.547700003,-13728942.8893,5227100.547700003
820,,NORTHEAST,,,,E,STREET,,E,,,97526,GRANTS PASS,OR,Current,-13727391.7403,5227072.064999998,-13727391.7403,5227072.064999998
820,,NORTHEAST,,,,E,STREET,,I,,,97526,GRANTS PASS,OR,Current,-13727392.7631,5227111.144000001,-13727392.7631,5227111.144000001
822,,NORTHEAST,,,,E,STREET,,A,,,97526,GRANTS PASS,OR,Current,-13727349.6963,5227090.452399999,-13727349.6963,5227090.452399999
822,,NORTHEAST,,,,E,STREET,,B,,,97526,GRANTS PASS,OR,Current,-13727347.5819,5227090.415899999,-13727347.5819,5227090.415899999
822,,NORTHEAST,,,,E,STREET,,C,,,97526,GRANTS PASS,OR,Current,-13727329.0425,5227089.783500001,-13727329.0425,5227089.783500001
822,,NORTHEAST,,,,E,STREET,,D,,,97526,GRANTS PASS,OR,Current,-13727327.4289,5227089.729999997,-13727327.4289,5227089.729999997
826,,NORTHEAST,,,,E,STREET,,,,,97526,GRANTS PASS,OR,Current,-13727305.4808,5227094.115500003,-13727305.4808,5227094.115500003
901,,NORTHEAST,,,,D,STREET,,,,,97526,GRANTS PASS,OR,Current,-13727160.000799999,5227022.490000002,-13727160.000799999,5227022.490000002
915,,NORTHEAST,,,,D,STREET,,,,,97526,GRANTS PASS,OR,Current,-13727120.509,5227020.2808,-13727120.509,5227020.2808
919,,NORTHEAST,,,,D,STREET,,,,,97526,GRANTS PASS,OR,Current,-13727080.4287,5227019.762900002,-13727080.4287,5227019.762900002
931,,NORTHEAST,,,,D,STREET,,,,,97526,GRANTS PASS,OR,Current,-13727027.1705,5227025.7465,-13727027.1705,5227025.7465
939,,NORTHEAST,,,,D,STREET,,,,,97526,GRANTS PASS,OR,Current,-13727000.311,5227015.166299999,-13727000.311,5227015.166299999
937,,NORTHEAST,,,,D,STREET,,,,,97526,GRANTS PASS,OR,Current,-13726979.136300001,5227017.120300002,-13726979.136300001,5227017.120300002
937,,NORTHEAST,,,,D,STREET,SUITE,B,,,97526,GRANTS PASS,OR,Current,-13726957.4366,5227024.268700004,-13726957.4366,5227024.268700004
929,,NORTHEAST,,,,D,STREET,,,,,97526,GRANTS PASS,OR,Current,-13726954.6615,5227075.1413,-13726954.6615,5227075.1413
937,,NORTHEAST,,,,D,STREET,SUITE,A,,,97526,GRANTS PASS,OR,Current,-13726977.9625,5227075.704099998,-13726977.9625,5227075.704099998
959,,NORTHEAST,,,,D,STREET,,,,,97526,GRANTS PASS,OR,Current,-13726899.1829,5226982.643200003,-13726899.1829,5226982.643200003
824,,NORTHEAST,,,,E,STREET,,,,,97526,GRANTS PASS,OR,Current,-13727313.1014,5227092.746100001,-13727313.1014,5227092.746100001
1111,,NORTHEAST,,,,D,STREET,,,,,97526,GRANTS PASS,OR,Current,-13726865.765,5227019.656099997,-13726865.765,5227019.656099997
112,,NORTHEAST,,,,MORGAN,LANE,,,,,97526,GRANTS PASS,OR,Current,-13728106.752799999,5230585.931999996,-13728106.752799999,5230585.931999996
262,,NORTHEAST,,,,AGNESS,AVENUE,,,,,97526,GRANTS PASS,OR,Current,-13725582.8189,5226533.006300002,-13725582.8189,5226533.006300002
320,,NORTHEAST,,,,AGNESS,AVENUE,,,,,97526,GRANTS PASS,OR,Current,-13725659.3675,5226420.159599997,-13725659.3675,5226420.159599997
